Mkt-RF,SMB,HML,RF
-0.45,-0.12,-0.05,0
0.32,-0.59,0.66,0
0.22,-0.34,0.32,0
-0.18,0.1,0.28,0
0.61,-0.31,0.35,0
-0.59,0.46,-0.66,0
-0.08,-0.23,0.6,0
0.24,-0.25,0.6,0
0.18,0.02,0.37,0
0.22,-0.21,-0.02,0
1.37,-0.07,2.03,0
-0.03,0.44,-0.02,0
-0.31,0.03,-0.34,0
-0.47,-0.36,-0.19,0
-1.96,-0.43,-1.78,0
-1.1,-0.25,-0.13,0
-0.16,0.12,-0.12,0
-0.94,-0.15,0.24,0
0.21,-0.21,0.5,0
-0.33,0.25,-0.47,0
0.05,-0.6,0.45,0
-0.17,0.28,0.1,0
-1.37,-0.13,-0.61,0
-0.28,-0.46,0.38,0
-0.24,-0.61,0.47,0
-0.25,0.16,0.06,0
0.61,-0.57,1.04,0
0.72,0.44,0.84,0
-0.62,0.05,-0.15,0
-0.02,0.27,0.36,0
0.15,-0.12,0.22,0
0.31,0.02,0.87,0
-1.09,0.34,-0.39,0
-0.1,-0.12,-0.07,0
0.43,-0.07,0.87,0
0.22,-0.18,0.76,0
-0.05,-0.05,0.33,0
1.49,0.19,1.35,0
-0.34,0.35,-0.89,0
-0.05,-0.56,0.25,0
0.11,0.25,-0.06,0
0.98,-0.26,1.11,0
-0.26,-0.08,-0.42,0
-0.06,-0.19,-0.54,0
-0.24,-0.14,-0.67,0
-1.24,0.75,-1.04,0
0.21,-1.02,0.25,0
0.28,0.06,0.44,0
0.05,-0.2,-0.25,0
1.2,-0.85,0.42,0
0.22,0.54,-0.06,0
-0.96,0.12,-0.33,0
0.02,-0.21,0.22,0
0.09,0,0.01,0
-0.94,0.39,-0.33,0
0.41,-0.19,-0.23,0
0.11,0.03,0.08,0
0.09,0.16,-0.01,0
-0.29,0.62,-0.52,0
0.33,-0.27,-0.14,0
0.95,-0.64,0.38,0
0.35,0.04,0.15,0
0.49,0.42,-0.2,0
-0.16,-0.18,-0.11,0
0.61,0.13,-0.12,0
0.86,0.08,-0.29,0
1.43,0.51,0.16,0
0.09,0.44,-0.23,0
0.53,-0.22,0.31,0
-0.26,0.22,-0.4,0
-0.16,0.4,0.2,0
-0.19,0.17,-0.32,0
0.64,0.08,-0.14,0
0.29,0.16,0.07,0
-0.19,-0.17,0.14,0
-0.87,0.36,-0.18,0
0.18,-0.11,0.22,0
1.29,0.18,0.33,0
-0.46,-0.23,0.4,0
0.19,-0.26,0.28,0
0.48,0.04,0.3,0
-0.37,-0.06,-0.04,0
-0.06,0.04,-0.21,0
-0.28,0.12,0.03,0
-0.23,-0.07,-0.23,0.001
0.7,-0.63,0.22,0.001
0.44,-0.22,0.84,0.001
0.19,0.42,0.27,0.001
1.4,0.17,0.37,0.001
1.52,1.06,0.41,0.001
0.03,0.9,-0.66,0.001
0.06,0.16,0.32,0.001
0.13,0.38,0.38,0.001
0.04,0.12,-0.08,0.001
0.17,-0.18,1,0.001
0.2,0.25,-0.02,0.001
-0.41,-0.25,-0.35,0.001
-0.61,0.22,-0.41,0.001
0.25,-0.22,-0.26,0.001
0.34,0.2,0.05,0.001
1.34,0.08,1.96,0.001
-0.01,0.09,0.37,0.001
-0.13,0.23,0.22,0.001
-0.27,0.53,0.13,0.001
-0.16,0.41,-0.04,0.001
0.48,0.34,0.93,0.001
0.83,0.95,1.01,0.001
-0.32,-0.15,-0.42,0.001
-0.19,0.02,0.61,0.001
-0.07,0.38,-0.01,0.001
-0.27,-0.1,0.53,0
-0.05,0.53,-0.84,0
0.15,-0.37,0.22,0
-0.1,-0.46,-0.24,0
-0.01,0.18,-0.35,0
0.02,-0.11,-0.05,0
-0.65,0.1,-0.34,0
-0.7,-0.27,-0.51,0
-0.38,-0.87,-0.54,0
-0.13,0.03,0.38,0
-0.09,0.33,-0.27,0
0.2,-0.17,1.08,0
-0.76,0.1,-0.47,0
0.21,-0.36,0.34,0
0.4,0.34,0.08,0
0.04,0.05,-0.09,0
0.45,-0.12,0.62,0
0.01,0.31,0.11,0
-0.04,-0.04,-0.47,0
0.06,0.02,0,0
0.08,-0.19,-0.17,0
0.57,0.29,-0.15,0
0.19,-0.13,0.23,0
0.33,0.19,-0.41,0
0.07,0.15,0.03,0
0.24,0.17,0.2,0
0.3,-0.21,-0.27,0
-0.34,-0.04,-0.03,0
-0.12,0.03,-0.4,0
-0.12,0.35,0.15,0
0.1,0.13,-0.12,0
0.18,0.17,0.17,0
-0.28,-0.28,-0.33,0
-0.58,0.22,-0.17,0
0.6,-0.26,1.24,0
0.12,0.21,0.01,0
0.11,0.04,-0.02,0
0.05,0.04,0.01,0
0.22,-0.03,0.06,0
1.36,-0.02,0.05,0
-0.39,0.45,0.19,0
-0.82,-0.15,-0.99,0
-0.35,0.04,-0.52,0
0.22,-0.52,0.42,0
0.32,-0.35,0.13,0
-0.48,0.25,-0.57,0
-1.49,-1.42,-0.49,0
-0.38,-0.09,0.33,0
0.35,0.15,0.58,0
0.08,0.22,0.2,0
0.5,0.08,0.14,0
-0.01,-0.09,-0.14,0
-0.26,0.34,0.3,0
-0.16,-0.3,0.38,0
0.15,-0.14,0.26,0
-0.17,0.04,-0.17,0
-1.1,-0.37,-0.46,0
-0.05,-0.15,-0.04,0
-1.26,-0.53,-0.84,0
-0.01,-0.03,0.41,0
0.08,0.14,0.79,0
-0.46,-0.29,-0.56,0
-0.52,0.02,0.02,0
-1.67,-0.71,-0.77,0
0.33,-0.51,0.26,0
0.95,0.49,0.81,0
0.06,-0.07,0.23,0
0.76,-0.04,0.25,0
-0.44,0.28,-0.38,0
0.33,-0.36,0.97,0
0.53,0.33,0.09,0
-0.29,0.43,-0.37,0
-0.88,-0.26,-0.19,0
0.03,0.09,0.52,0
-0.24,-0.23,0.13,0
-0.1,0.12,0.61,0
-0.95,-0.27,-0.31,0
0.31,0.09,0.37,0
0.47,-0.59,0.26,0
0.7,-0.36,0.62,0
-0.76,-0.08,-0.36,0
-0.19,0.52,-0.45,0
0.08,-0.17,0.03,0
-0.59,0.07,-0.83,0
-1.67,-0.31,-0.66,0
0.08,-0.73,0.44,0
0.78,-0.24,0.07,0
0.14,0.3,0.42,0
-0.21,-0.23,-0.2,0
-0.13,-0.11,0.03,0
0.46,0.1,0.21,0
0.56,0.22,0.81,0
0.16,0.05,-0.27,0
0.19,0.03,0.24,0
-0.52,-0.28,-0.42,0
-0.77,0.17,-0.72,0
-0.23,0.17,-0.17,0
-0.58,-0.12,-0.26,0
-0.23,0.38,0.29,0
-0.35,-0.15,0.13,0
1.53,-0.79,0.27,0
0.81,-0.55,-0.29,0
0.29,0.32,0.12,0
-0.37,-0.13,-0.37,0
0.58,-0.06,-0.29,0
-4.15,-1.8,-2.84,0
-3.49,-2.29,-3.78,0
-0.7,-0.11,-0.09,0
1.95,1.53,1.63,0
-0.36,1.13,-0.68,0
0.3,0.31,-0.23,0
0.51,-0.35,0.52,0
-0.07,-0.13,0.86,0
-1.81,-0.38,-0.52,0
-0.83,-0.59,0.73,0
-0.02,0.42,0.77,0
-0.19,0.12,-0.15,0
-0.95,0.38,-0.52,0
-0.41,-0.09,0.1,0
0.29,0.22,-0.15,0
-0.44,-0.24,-0.29,0
0.44,0.16,0.31,0
-0.48,-0.89,-0.88,0
3.65,-0.28,0.81,0
-0.47,1.45,-1.2,0
1.87,1.89,2.52,0.001
1.19,1.57,1.1,0.001
1,0.31,-0.54,0.001
-0.4,0.37,-1.01,0.001
-0.66,0.35,0.94,0.001
-1.36,1.05,0.54,0.001
-0.24,0.95,1.13,0.001
-0.47,0.14,-0.01,0.001
0.42,0.08,0.62,0.001
1.71,-0.6,0.46,0.001
0.24,0.31,0,0.001
-0.13,0.06,0.11,0.001
-0.9,0.44,-0.01,0.001
-0.32,-0.07,0.58,0.001
0.27,0,0.96,0.001
-0.11,0.14,0.91,0.001
-1.3,-0.37,-0.58,0.001
0.01,0.04,0.02,0.001
0.16,0.02,0.66,0.001
0.34,0.07,0.6,0.001
0.98,0.04,0.93,0.001
0.12,0.42,-0.21,0.001
-0.46,-0.04,-0.05,0.001
-0.11,0.02,0.22,0.001
-0.55,0.22,0.05,0.001
-0.45,-0.22,-0.31,0.001
0.33,-0.17,-0.1,0.001
0.31,-0.27,0.05,0.001
0.63,0.2,0.61,0.001
-0.17,0.4,0.39,0.001
-0.83,0.44,-0.28,0.001
0.02,-0.1,0.11,0.001
-1.11,0.02,-0.85,0.001
-1.42,-0.67,-1.33,0.001
-0.21,-0.07,0.3,0.001
0.09,0.43,-0.07,0.001
0.52,-0.04,0.51,0.001
-0.23,0.04,0.2,0.001
-1.64,0.54,-0.65,0.001
-0.02,0.07,0.07,0.001
0.28,0.17,0.27,0.001
-0.27,0.46,0.17,0.001
0.23,0.08,-0.22,0.001
0.26,0.11,0.14,0.001
-0.55,0.33,0.02,0.001
0.44,-0.27,0.07,0.001
0.78,-0.17,-0.18,0.001
0.15,0.23,-0.29,0.001
-0.97,0.33,-0.43,0
1.17,-0.81,0.02,0
-0.89,0.48,-0.09,0
-1.5,0.36,-0.59,0
-2.5,0.45,-0.46,0
0.53,-0.25,0.79,0
-0.12,0.18,-0.09,0
-0.75,0.39,-0.11,0
-1.65,0.7,-0.54,0
-0.01,-0.31,0.68,0
0.47,0.15,-0.4,0
0.02,0.42,-0.2,0
0.87,-0.87,0.13,0
1.6,-0.71,1.17,0
-0.63,0.56,-0.29,0
-0.18,-0.04,0.45,0
-0.77,0.48,-0.28,0
0.09,-0.09,-0.04,0
0.18,-0.07,0.34,0
0.61,-0.16,-0.2,0
-0.58,0.07,-0.29,0
-0.4,-0.08,0.29,0
-0.98,0.24,0.01,0
-0.01,0.04,0.13,0
0.12,0.07,-0.03,0
-0.43,0.33,-0.55,0
0.4,-0.45,0.25,0
0.78,-0.03,0.31,0
0.13,0.32,-0.34,0
1.16,-0.82,0.36,0
-0.25,0.21,0.3,0
-0.58,0.02,-0.21,0
-1.36,0.09,-0.58,0
-0.03,-0.08,-0.1,0
-0.28,0.23,0.23,0
-0.04,-0.2,0.3,0
-1.64,-0.4,-1.78,0
0.17,-0.39,0.29,0
-0.11,0.33,-0.01,0
-1.55,0.34,0.43,0
0.67,-0.17,0.62,0
0.36,-0.17,-0.28,0
0.22,0.47,0.39,0
-0.28,0.23,0.25,0
-2.2,0.42,-0.3,0
-0.84,0.28,0.02,0
0.2,0.4,0.01,0
-0.66,-0.19,0.91,0
-0.96,-0.05,0.44,0
1.52,-0.93,0.68,0
0.81,0.04,0.07,0
0.7,-0.55,-0.24,0.001
0.68,-0.23,0.55,0.001
0.2,-0.38,0.11,0.001
0.33,-0.32,-0.21,0.001
-0.25,-0.34,0.43,0.001
0.81,-0.35,-0.28,0.001
0.21,0.28,0.14,0.001
0.56,0.18,-0.35,0.001
0.59,-0.47,-0.14,0.001
-0.65,0.43,-0.47,0.001
-1.23,0.26,-0.15,0.001
0.2,-0.59,-0.25,0.001
0.76,-0.53,0.13,0.001
0.7,-0.13,0.11,0.001
-0.11,0.07,-0.17,0.001
-0.59,0.5,-0.11,0.001
0.14,-0.4,-1.2,0.001
1.63,-0.98,0.39,0.001
-0.2,0.19,0.3,0.001
0.06,0.41,-0.75,0.001
-0.2,0.1,-0.25,0.001
0.08,0.07,-0.04,0.001
1.49,-0.88,0.17,0.001
0.13,0.04,-0.29,0.001
-0.2,0.5,0.03,0.001
0.4,0,0.01,0.001
-0.12,0.21,-0.6,0.001
0.66,-0.19,0.09,0.001
1.58,-0.32,-0.72,0.001
0.53,0.11,0.59,0.001
0.43,-0.07,0.16,0.001
0.81,-0.52,-0.3,0.001
-0.27,0.16,-0.35,0.001
-0.92,0.13,0.11,0.001
0.2,-0.05,-0.09,0.001
-0.46,0.18,0.01,0.001
0.4,-0.1,0.11,0.001
0.21,-0.21,-0.25,0.001
0.08,0.11,0.33,0.001
1.32,-0.99,0.36,0.001
-0.16,0.77,-0.07,0.001
-0.92,0.2,-0.5,0.001
-0.33,0.21,0.52,0.001
-1.32,-0.5,-0.14,0.001
0.13,0.07,0.23,0.001
-0.26,0.25,-0.27,0.001
0.08,-0.05,0.11,0.001
-0.1,0.02,0.43,0.001
0.32,-0.03,0.42,0.001
0.26,-0.38,0.14,0.001
0.13,-0.31,0.11,0.001
-0.38,0.45,-0.16,0.001
1.02,-0.58,0.31,0.001
0.92,-0.07,0.43,0.001
1.33,-0.66,0.02,0.001
-0.21,0.49,0.06,0.001
1.95,-0.87,0.6,0.001
1.1,0.84,0.12,0.001
-0.21,0,0.01,0.001
-0.05,0.09,0.12,0.001
-0.55,0.06,0.04,0.001
0.57,-0.53,-0.17,0.001
0.25,0.51,-0.15,0.001
-0.03,-0.21,-0.07,0.001
-0.83,0.44,-0.12,0.001
-0.25,0.03,0.09,0.001
0.49,-0.59,0.03,0.001
0.23,-0.15,-0.14,0.001
-0.12,0.17,0.33,0.001
-1.2,0.35,-0.34,0.001
-0.02,-0.17,0.6,0.001
0.11,0.05,0.41,0.001
0.08,0.05,0.17,0.001
-0.16,-0.01,0.28,0.001
-1.1,0.68,-0.52,0.001
0.1,-0.13,0.21,0.001
0.44,-0.4,0.22,0.001
0.08,0.4,0.53,0.001
0.28,-0.61,0.11,0.001
-0.17,0.19,0.15,0.001
-0.71,0.27,-0.86,0.001
-0.09,-0.1,-0.19,0.001
0.26,-0.22,-0.02,0.001
-0.11,0.25,-0.28,0.001
-0.08,-0.14,0.14,0.001
0.33,-0.33,0.09,0.001
0.12,-0.27,0.61,0.001
0.44,-0.29,0.19,0.001
0.5,0.21,0.26,0.001
0.25,-0.08,-0.13,0.001
0.35,0.06,0.7,0.001
0.73,-0.44,0.35,0.001
0.09,0.45,0.23,0.001
-0.21,0.28,0.45,0.001
0.31,0,0.35,0.001
0.14,0.11,0.33,0.001
0,-0.22,-0.39,0.001
-0.57,0.07,-0.42,0.001
-1.07,0.2,-0.86,0.001
0.4,0.12,0.29,0.001
0.34,-0.02,-0.16,0.001
0.08,0.2,-0.21,0.001
0.1,-0.09,0.12,0.001
-0.08,0.01,-0.32,0.001
0.02,0.32,-0.08,0.001
0.07,-0.02,0.16,0.001
0.01,-0.18,0.58,0.001
0.16,0,0.28,0.001
0.56,-0.44,0.06,0.001
-0.14,0.18,-0.14,0.001
-0.55,0.32,-0.14,0.001
-0.46,0.03,-0.06,0.001
0.03,0.15,-0.02,0.001
0,0.08,0.43,0.001
0.4,-0.17,0.03,0.001
0.16,0.04,0.14,0.001
-0.04,0.07,0.87,0.001
0.58,-0.13,-0.21,0.001
-0.03,0.29,0.57,0.001
0.08,0.11,-0.17,0.001
0.33,-0.22,0.45,0.001
0.54,0.15,-0.02,0.001
1.12,0.28,0.78,0.001
0.3,0.4,-0.3,0.001
-0.13,-0.17,-0.45,0.001
-0.01,-0.18,0.1,0.001
-0.2,-0.25,0.01,0.001
-0.11,-0.15,-0.32,0.001
0.65,-0.13,1.18,0.001
1.2,0.08,0.85,0.001
0.46,0.1,0.67,0.001
0.69,-0.06,0,0.001
0.04,-0.34,0.66,0.001
0.19,0.57,-0.27,0.001
1.56,0.22,0.66,0.001
0.38,0.27,0.62,0.001
0.88,-0.65,0.46,0.001
0.53,0.03,0.4,0.001
-0.31,0.27,-0.1,0.001
-1.21,0.48,-0.44,0.001
0.41,0.34,0.16,0.001
-0.13,0.4,-0.45,0.001
0.19,-0.29,0.06,0.001
1.05,-0.28,0.04,0.001
0.01,0.55,-0.26,0.001
0.17,0.02,-0.02,0.001
-0.07,0.29,0.19,0.001
0.31,-0.05,0.43,0.001
0.3,-0.05,0.63,0.001
-1.01,-0.21,-0.96,0.001
-0.6,-0.06,-0.07,0.001
0.06,0.01,0.24,0.001
0.35,-0.23,0.4,0.001
0.56,0.14,0.8,0.001
0.65,0.1,0.42,0.001
-0.26,0.09,-0.63,0.001
0.12,-0.11,-0.11,0.001
1.06,0.25,-0.31,0.001
0.68,-0.18,0.27,0.001
0.31,0.22,-0.36,0.001
-0.52,-0.04,0.03,0.001
0.04,-0.33,-0.22,0.001
-0.34,0.24,-0.41,0.001
0.02,-0.01,-0.12,0.001
-0.86,-0.09,-0.58,0.001
-0.9,-0.25,-0.29,0.001
0.19,-0.23,-0.35,0.001
0.13,-0.05,-0.14,0.001
0.84,-0.2,0.32,0.001
0.16,0.29,-0.09,0.001
-1.11,0.28,-0.41,0.001
-0.21,-0.55,-0.54,0.001
-0.08,-0.43,0.38,0.001
0.39,-0.11,-0.09,0.001
0.08,0.23,-0.2,0.001
-0.21,-0.49,-0.67,0.001
0.13,-0.06,-0.15,0.001
0.36,-0.2,0.05,0.001
0.28,-0.08,0.24,0.001
-0.13,-0.16,-0.14,0.001
0.12,-0.07,0.23,0.001
-0.35,-0.08,-1.02,0.001
0.52,-0.32,0.28,0.001
-0.05,-0.35,-0.33,0.001
0.11,0.01,-0.33,0.001
0.09,-0.01,-0.04,0.001
0.23,0.19,0.56,0.001
0.09,0.13,-0.83,0.001
0.37,-0.35,0.3,0.001
0.55,-0.21,0.57,0.001
1.81,-0.15,2.05,0.001
-0.02,0.7,-0.53,0.001
-0.05,-0.22,0,0.001
-0.08,-0.13,-0.32,0.001
-0.03,-0.13,-0.44,0.001
0.21,-0.28,-0.57,0.001
0.46,-0.6,0.32,0.001
0.24,0.14,0.25,0.001
-0.85,-0.06,-0.89,0.001
-0.2,-0.51,-0.18,0.001
1.02,-0.02,0.01,0.001
0.22,0.35,1.53,0.001
0.78,0.99,0.61,0.001
0.85,0.58,1.26,0.001
-0.36,0.59,-0.32,0.001
0.04,0.18,-0.06,0.001
-0.04,0.42,0.34,0.001
0.21,0.19,0.52,0.001
0.24,0.56,-0.11,0.001
0.3,0.22,0.05,0.001
-0.24,0.16,-0.01,0.001
0.27,0.18,0.45,0.001
0.51,0.52,1.09,0.001
0.93,0.44,0.7,0.001
0.19,0.58,0.31,0.001
-0.06,0.42,0.36,0.001
-0.87,-0.53,-1.19,0.001
0,0.29,0.36,0.001
1.17,0.85,0.22,0.001
0.15,0,-0.15,0.001
0.28,0.06,0.02,0.001
0.91,0.04,0.15,0.001
0.48,-0.05,0.23,0.001
-0.21,0.32,0.8,0.001
0.24,0.33,1.14,0.001
0.83,0.47,0.37,0.001
0.33,0.13,0.1,0.001
0.36,-0.05,0.36,0.001
0.04,0.46,-0.28,0.001
-0.45,-0.58,-0.25,0.001
-0.08,0.55,0.19,0.001
0.58,0.26,0.07,0.001
0.08,0.06,0.02,0.001
-0.23,-0.44,-0.12,0.001
0.7,0.32,0.15,0.001
0.99,0.78,1.1,0.001
0.26,0.95,0.74,0.001
0.47,0.57,0.7,0.001
0.83,0.88,1.03,0.001
-0.18,-0.21,-0.02,0.001
0.17,0.02,0.2,0.001
-1.08,-0.44,-1.79,0.001
-0.1,-0.28,0.56,0.001
1.14,0.51,0.67,0.001
0.79,0.16,0.93,0.001
0.68,0.01,0.5,0.001
0.61,0.33,0.98,0.001
0.07,0.29,0.19,0.001
0.36,0.23,-0.07,0.001
-0.55,0.25,-0.24,0.001
-0.61,0.03,0.14,0.001
1.26,0.47,2.09,0.001
0.32,0.22,-0.36,0.001
0.33,0.33,-0.2,0.001
0.21,0.17,-0.06,0.001
-0.16,0.36,-0.02,0.001
-0.66,-0.16,-0.43,0.001
-0.4,0.19,-0.42,0.001
1.12,0.69,1.68,0.001
0.61,0.62,1.19,0.001
0.09,0.15,-0.07,0.001
-0.01,-0.26,-0.39,0.001
-0.37,-0.16,-0.34,0.001
-0.69,-0.68,-0.95,0.001
0.11,0.67,0.57,0.001
-0.29,0.76,-0.95,0.001
-0.09,-0.08,0.04,0.001
0.29,0.18,1.13,0.001
0.47,0.57,0.07,0.001
0.46,0.46,-0.12,0.001
1.83,0.2,0.83,0.001
0.72,-0.18,0.32,0.001
0.15,-0.37,-0.27,0.001
1.27,0.46,1.48,0.001
0.71,-0.54,0.26,0.001
-0.16,0.33,0.24,0.001
0.11,0.47,1.26,0.001
-0.42,-0.01,0.57,0.001
0.14,0.62,1.09,0.001
1.39,0.75,2.07,0.001
0.34,-0.04,-0.2,0.001
-0.52,-0.61,-0.23,0.001
-0.4,0.72,-0.19,0.001
-3.65,-1.66,-3.56,0.001
-0.08,-0.46,0.73,0.001
-0.06,0.53,0.04,0.001
-0.15,-0.19,-0.45,0.001
1.35,1,1.88,0.001
0.83,0.28,0.91,0.001
-0.19,0.07,-0.39,0.001
0.4,-0.07,0.45,0.001
0,0.37,0.21,0.001
-0.44,0.18,-0.19,0.001
0.89,0.19,0.93,0.001
0.33,0.04,0.44,0.001
0.16,-0.09,0.66,0.001
0.01,0.07,-0.24,0.001
-0.11,-0.4,-0.87,0.001
-0.12,-0.06,-0.17,0.001
1.02,0.18,1.52,0.001
0.08,0.2,-0.3,0.001
0.58,0.33,0.98,0.001
1.32,0.59,1.39,0.001
0.52,0.93,-0.6,0.001
0.54,0,1.21,0.001
0.33,0.48,0.06,0.001
-1.25,-0.26,-1.69,0.001
1.01,0.54,1.43,0.001
0.38,1.18,0.26,0.001
-0.34,-0.01,-0.33,0.001
-0.35,-0.56,-0.36,0.001
-0.33,-0.19,0.01,0.001
-0.96,-0.73,-0.84,0.001
0.34,0.84,0.6,0.001
-0.01,0.32,-0.34,0.001
0.66,-0.17,0.01,0.001
1.06,0.76,1.15,0.001
-0.08,0.2,-0.19,0.001
-0.04,-0.54,-0.11,0.001
0.02,0.65,0.03,0.001
-0.07,-0.27,-0.59,0.001
0.25,-0.54,0.97,0.001
0.88,-0.18,0.02,0.001
0.35,0.57,-0.24,0.001
0.27,0,0.12,0.001
0.56,0.15,0.12,0.001
0.37,-0.08,0.08,0.001
-0.08,-0.24,-0.76,0.001
0.55,-0.03,0.53,0.001
-0.3,0.21,-0.24,0.001
0.66,0.61,0.17,0.001
-0.75,-0.07,-0.75,0.001
-0.57,-0.1,-0.73,0.001
0.2,-0.05,0.25,0.001
0.21,0.24,-0.51,0.001
-0.3,0.17,-0.31,0.001
-0.15,-0.23,-0.37,0.001
-1.61,-1.12,-1.49,0.001
0.23,-0.16,0.69,0.001
0.41,0.18,0.64,0.001
0.16,0.22,0.22,0.001
-0.17,0.14,-0.32,0.001
-0.02,-0.25,0.02,0.001
-0.72,-0.65,-0.81,0.001
0.21,0.02,0.46,0.001
0.78,0.42,0.75,0.001
0.54,-0.05,0.02,0.001
1.12,0.21,0.96,0.001
0.42,0.02,0.31,0.001
0.44,-0.08,0.29,0.001
-0.33,-0.26,-0.15,0.001
0.55,0,0.47,0.001
0.17,0.12,0.96,0.001
0.02,0.2,-0.37,0.001
0.15,0,0.13,0.001
0,-0.02,-0.53,0.001
-0.23,-0.3,-0.38,0.001
0.2,-0.08,0.43,0.001
0.37,-0.15,0.6,0.001
0.13,0.02,0.08,0.001
0.51,-0.43,0.55,0.001
0.75,0.11,0.44,0.001
0.56,-0.26,0.6,0.001
-0.67,0.13,-0.97,0.001
-0.09,-0.32,0.41,0.001
0.09,0.04,0.09,0.001
-0.06,-0.16,-0.56,0.001
-0.71,-0.25,-1.26,0.001
0.11,-0.22,0.64,0.001
0.18,0.34,0.74,0.001
0.02,0.05,0.02,0.001
0.09,0.05,0.09,0.001
-1.5,-0.5,-2.09,0.001
-2.75,0.11,-1.6,0.001
-0.57,-1.26,0.8,0.001
1.61,0.98,1.46,0.001
-1.83,-0.38,-1.55,0.001
-1.31,-0.29,-0.96,0.001
-1.77,0.27,-1.11,0.001
1.48,-1.15,0.55,0.001
0.85,0.42,0.35,0.001
-0.26,0.01,-0.31,0.001
-0.86,0.13,-0.75,0.001
-0.11,-0.14,-0.34,0.001
0.02,-0.19,0.46,0.001
1.08,0.09,0.83,0.001
0.67,0.32,0.16,0.001
-0.45,0.06,0.1,0.001
0.55,-0.17,-0.36,0.001
0.12,0.25,0.6,0.001
-0.05,0.42,0.08,0.001
0.4,-0.33,-0.06,0.001
0.43,-0.2,-0.31,0.001
-0.03,0.01,-0.47,0.001
-0.91,0.21,-0.68,0.001
-0.82,-0.02,-0.57,0.001
-0.86,-0.58,-1.1,0.001
0.59,-0.32,0.98,0.001
0.41,0.15,0.58,0.001
0.21,0.06,0.24,0.001
-0.38,0.18,-0.57,0.001
0.1,-0.07,0.37,0.001
0.04,-0.04,0.05,0.001
0.92,0.03,0.97,0.001
0.39,0.27,0.46,0.001
0.04,-0.08,-0.65,0.001
-0.15,0.04,-0.2,0.001
0.22,0.14,0.07,0.001
0.07,-0.43,0.12,0.001
-0.48,-0.06,-0.96,0.001
0.99,0.6,1.06,0.001
0.13,0.46,0.4,0.001
0.02,0.01,0.19,0.001
-0.13,0.07,-0.51,0.001
-0.23,-0.32,-0.09,0.001
0.21,0.21,0.48,0.001
0.37,-0.06,0.36,0.001
1,0.01,1.03,0.001
0.82,0.34,0.66,0.001
0.41,0.45,-0.19,0.001
0.02,-0.59,0.08,0.001
-0.33,0.04,-0.31,0.001
-0.6,0.03,-0.25,0.001
0.04,-0.03,0.35,0.001
0.01,0.34,-0.08,0.001
-0.75,-0.08,-1.21,0.001
-0.13,0.23,0.21,0.001
0.18,-0.11,0.11,0.001
0.29,-0.2,0.29,0.001
0.15,0.16,0.29,0.001
-0.05,0.24,-0.04,0.001
-0.5,-0.27,-0.64,0.001
-0.41,0.06,-0.23,0.001
-1.02,-0.28,-0.42,0.001
-1.21,0.06,-0.54,0.001
0.29,-0.08,0.67,0.001
0.53,-0.17,0.75,0.001
-0.63,-0.12,-0.57,0.001
-0.17,-0.49,-0.23,0.001
0.54,0.06,0.6,0.001
0.54,0.4,0.4,0.001
0.36,-0.07,0.22,0.001
-0.08,0.09,-0.2,0.001
0.36,0.18,0.68,0.001
0.24,0.06,0.04,0.001
-0.68,0.56,-0.52,0.001
0.39,-0.29,0.4,0.001
0.02,0.07,0.27,0.001
-0.11,-0.09,-0.38,0.001
0.29,0.35,0.62,0.001
0.6,0.23,1.06,0.001
-0.13,0,-0.44,0.001
-0.47,0.05,-0.5,0.001
0.04,-0.09,0.46,0.001
-0.07,-0.14,-0.6,0.001
-1,-0.6,-1.34,0.001
-1.03,-0.33,-1.08,0.001
-0.43,0.32,0.04,0.001
-0.02,0.03,-0.08,0.001
-3.23,-1.74,-3.56,0.001
0.53,-0.11,1.69,0.001
1.12,0.71,0.93,0.001
-0.55,-0.13,0.16,0.001
-0.2,0.07,-0.1,0.001
0.1,0.25,0.69,0.001
-0.32,0.23,0.35,0.001
-0.58,-0.35,-0.53,0.001
0.38,-0.04,0.23,0.001
1.26,0.19,1.46,0.001
0.57,0.42,0.14,0.001
-0.27,0.18,-0.05,0.001
-0.12,0.13,-0.14,0.001
-0.25,0.03,-1.07,0.001
-0.71,-0.39,-0.99,0.001
-0.31,-0.03,-0.19,0.001
-1,-0.06,0.04,0.001
0.11,-0.18,-0.01,0.001
0.95,0.32,0.83,0.001
0.79,0.04,0.43,0.001
0.18,0.09,0.21,0.001
0.17,0.15,0.06,0.001
0.47,-0.1,0.4,0.001
0.78,0.28,-0.06,0.001
1.06,0.71,0.99,0.001
-0.25,0.2,-0.35,0.001
0.64,-0.15,-0.18,0.001
0.23,0.11,0.07,0.001
-0.33,-0.22,-0.54,0.001
-0.28,-0.08,-0.04,0.001
0.08,0.18,0.27,0.001
0.41,-0.27,-0.23,0.001
0.4,0.05,1.2,0.001
0.38,0.26,0.13,0.001
0.22,0.27,-0.11,0.001
-0.3,0.21,-0.61,0.001
-0.08,0.13,-0.18,0.001
-0.04,-0.02,0.18,0.001
0.15,0.14,0.31,0.001
-0.09,0.36,-0.33,0.001
-0.84,0.02,-1.11,0.001
-0.2,-0.39,0.45,0.001
1.64,-0.02,1.51,0.001
0.08,0.75,-0.34,0.001
-0.12,0.09,0.03,0.001
1.04,-0.29,1.15,0.001
0.96,0.62,0.31,0.001
